Date,Start Date,End Date,Total Trades,Wins,Losses,WinRate,Final NAV,Monthly ROI,Daily Return,TP,SL,Entry Time Offset,Percentage Change
3/17/2024 9:00,3/8/2024 15:00,3/17/2024 18:00,13,6,7,0.461538462,98154.37909,-1.845620905,-0.14801968,0.009,0.009,60,0.0001
3/19/2024 0:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,-1.46901014,0.009,0.014,110,0.0006
3/19/2024 9:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,-1.46901014,0.009,0.014,110,0.0006
3/21/2024 8:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,0.82938009,0.009,0.014,110,0.0006
3/21/2024 18:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,0.82938009,0.009,0.014,110,0.0006
3/22/2024 1:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,1.665638893,0.009,0.014,110,0.0006
3/22/2024 16:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,1.665638893,0.009,0.014,110,0.0006
3/24/2024 8:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,-2.916440372,0.009,0.014,110,0.0006
3/24/2024 16:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,-2.916440372,0.009,0.014,110,0.0006
3/24/2024 18:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,-2.916440372,0.009,0.014,110,0.0006
3/25/2024 7:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,0.82938009,0.009,0.014,110,0.0006
3/25/2024 17:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,0.82938009,0.009,0.014,110,0.0006
3/26/2024 0:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,-1.46901014,0.009,0.014,110,0.0006
3/27/2024 0:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,1.665638893,0.009,0.014,110,0.0006
3/27/2024 23:00,3/19/2024 0:00,3/28/2024 12:00,10,6,4,0.6,99040.76036,-0.959239635,1.665638893,0.009,0.014,110,0.0006
3/28/2024 20:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,-1.26915012,0.013,0.012,110,0.0004
3/30/2024 0:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,-0.055649116,0.013,0.012,110,0.0004
3/30/2024 17:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,-0.055649116,0.013,0.012,110,0.0004
3/31/2024 8:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,-1.26915012,0.013,0.012,110,0.0004
4/1/2024 6:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,0,0.013,0.012,110,0.0004
4/3/2024 16:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,1.22910013,0.013,0.012,110,0.0004
4/4/2024 0:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,-1.26915012,0.013,0.012,110,0.0004
4/5/2024 2:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,1.22910013,0.013,0.012,110,0.0004
4/5/2024 19:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,1.22910013,0.013,0.012,110,0.0004
4/6/2024 8:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,-1.26915012,0.013,0.012,110,0.0004
4/7/2024 1:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,-1.26915012,0.013,0.012,110,0.0004
4/8/2024 9:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,1.22910013,0.013,0.012,110,0.0004
4/10/2024 20:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,0,0.013,0.012,110,0.0004
4/11/2024 4:00,3/28/2024 20:00,4/11/2024 21:00,11,5,6,0.454545455,98456.44124,-1.543558763,1.22910013,0.013,0.012,110,0.0004
4/12/2024 9:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,0.144270742,0.014,0.011,90,0.0007
4/12/2024 21:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,0.144270742,0.014,0.011,90,0.0007
4/13/2024 0:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,-1.16922011,0.014,0.011,90,0.0007
4/13/2024 20:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,-1.16922011,0.014,0.011,90,0.0007
4/14/2024 0:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,2.675723491,0.014,0.011,90,0.0007
4/14/2024 5:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,2.675723491,0.014,0.011,90,0.0007
4/15/2024 7:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,-1.16922011,0.014,0.011,90,0.0007
4/15/2024 20:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,-1.16922011,0.014,0.011,90,0.0007
4/17/2024 12:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,-2.324769463,0.014,0.011,90,0.0007
4/17/2024 16:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,-2.324769463,0.014,0.011,90,0.0007
4/18/2024 15:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,-1.16922011,0.014,0.011,90,0.0007
4/19/2024 15:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,-1.16922011,0.014,0.011,90,0.0007
4/20/2024 2:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,0.144270742,0.014,0.011,90,0.0007
4/20/2024 20:00,4/12/2024 9:00,4/21/2024 20:00,12,4,8,0.333333333,95956.26236,-4.043737638,0.144270742,0.014,0.011,90,0.0007
4/22/2024 15:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,1.22910013,0.013,0.011,70,0.0007
4/23/2024 4:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,0,0.013,0.011,70,0.0007
4/24/2024 21:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,1.22910013,0.013,0.011,70,0.0007
4/25/2024 8:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,-2.324769463,0.013,0.011,70,0.0007
4/25/2024 21:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,-2.324769463,0.013,0.011,70,0.0007
4/26/2024 20:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,1.22910013,0.013,0.011,70,0.0007
4/27/2024 4:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,-1.16922011,0.013,0.011,70,0.0007
4/27/2024 12:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,-1.16922011,0.013,0.011,70,0.0007
4/28/2024 8:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,1.22910013,0.013,0.011,70,0.0007
4/29/2024 4:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,-1.16922011,0.013,0.011,70,0.0007
4/30/2024 3:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,0,0.013,0.011,70,0.0007
5/2/2024 9:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,0,0.013,0.011,70,0.0007
5/3/2024 0:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,-0.02,0.013,0.011,70,0.0007
5/3/2024 5:00,4/22/2024 15:00,5/3/2024 12:00,8,4,4,0.5,100162.1244,0.162124407,-0.02,0.013,0.011,70,0.0007
5/4/2024 11:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,1.32903014,0.014,0.01,90,0.0003
5/5/2024 11:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,0.245528852,0.014,0.01,90,0.0003
5/5/2024 18:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,0.245528852,0.014,0.01,90,0.0003
5/6/2024 4:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,0,0.014,0.01,90,0.0003
5/7/2024 5:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,1.32903014,0.014,0.01,90,0.0003
5/8/2024 8:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,1.32903014,0.014,0.01,90,0.0003
5/8/2024 20:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,1.32903014,0.014,0.01,90,0.0003
5/9/2024 15:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,-1.0692901,0.014,0.01,90,0.0003
5/10/2024 12:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,-1.0692901,0.014,0.01,90,0.0003
5/11/2024 0:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,-1.0692901,0.014,0.01,90,0.0003
5/12/2024 1:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,-1.0692901,0.014,0.01,90,0.0003
5/12/2024 20:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,-1.0692901,0.014,0.01,90,0.0003
5/13/2024 10:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,-1.0692901,0.014,0.01,90,0.0003
5/14/2024 4:00,5/4/2024 11:00,5/15/2024 11:00,11,5,6,0.454545455,100151.2057,0.151205724,1.32903014,0.014,0.01,90,0.0003
5/15/2024 18:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,0.9293101,0.01,0.009,80,0.0003
5/16/2024 3:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,0,0.01,0.009,80,0.0003
5/17/2024 0:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,-0.049058351,0.01,0.009,80,0.0003
5/17/2024 16:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,-0.049058351,0.01,0.009,80,0.0003
5/18/2024 12:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,-0.96936009,0.01,0.009,80,0.0003
5/18/2024 17:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,-0.96936009,0.01,0.009,80,0.0003
5/19/2024 10:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,0,0.01,0.009,80,0.0003
5/20/2024 1:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,-1.017942889,0.01,0.009,80,0.0003
5/20/2024 12:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,-1.017942889,0.01,0.009,80,0.0003
5/20/2024 21:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,-1.017942889,0.01,0.009,80,0.0003
5/21/2024 17:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,-1.92932359,0.01,0.009,80,0.0003
5/21/2024 21:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,-1.92932359,0.01,0.009,80,0.0003
5/23/2024 0:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,-0.96936009,0.01,0.009,80,0.0003
5/24/2024 8:00,5/15/2024 18:00,5/25/2024 9:00,10,3,7,0.3,96037.09428,-3.962905724,0,0.01,0.009,80,0.0003
5/25/2024 20:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,1.22910013,0.013,0.014,60,0.0003
5/26/2024 23:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,1.22910013,0.013,0.014,60,0.0003
5/27/2024 8:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,-1.46901014,0.013,0.014,60,0.0003
5/29/2024 14:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,1.22910013,0.013,0.014,60,0.0003
6/1/2024 0:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,-0.257965616,0.013,0.014,60,0.0003
6/1/2024 23:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,-0.257965616,0.013,0.014,60,0.0003
6/3/2024 2:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,0,0.013,0.014,60,0.0003
6/4/2024 1:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,1.22910013,0.013,0.014,60,0.0003
6/5/2024 0:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,-1.294526165,0.013,0.014,60,0.0003
6/5/2024 23:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,-1.294526165,0.013,0.014,60,0.0003
6/6/2024 8:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,0,0.013,0.014,60,0.0003
6/7/2024 17:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,-1.46901014,0.013,0.014,60,0.0003
6/7/2024 23:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,-1.46901014,0.013,0.014,60,0.0003
6/10/2024 6:00,5/25/2024 20:00,6/11/2024 12:00,10,6,4,0.6,101599.608,1.599608042,1.22910013,0.013,0.014,60,0.0003
6/11/2024 15:00,6/11/2024 15:00,6/23/2024 12:00,6,5,1,0.833333333,104220.9584,4.220958431,-1.46901014,0.012,0.014,60,0.0007
6/13/2024 4:00,6/11/2024 15:00,6/23/2024 12:00,6,5,1,0.833333333,104220.9584,4.220958431,1.12917012,0.012,0.014,60,0.0007
6/13/2024 16:00,6/11/2024 15:00,6/23/2024 12:00,6,5,1,0.833333333,104220.9584,4.220958431,1.12917012,0.012,0.014,60,0.0007
6/14/2024 16:00,6/11/2024 15:00,6/23/2024 12:00,6,5,1,0.833333333,104220.9584,4.220958431,1.12917012,0.012,0.014,60,0.0007
6/14/2024 17:00,6/11/2024 15:00,6/23/2024 12:00,6,5,1,0.833333333,104220.9584,4.220958431,1.12917012,0.012,0.014,60,0.0007
6/16/2024 11:00,6/11/2024 15:00,6/23/2024 12:00,6,5,1,0.833333333,104220.9584,4.220958431,1.12917012,0.012,0.014,60,0.0007
6/16/2024 17:00,6/11/2024 15:00,6/23/2024 12:00,6,5,1,0.833333333,104220.9584,4.220958431,1.12917012,0.012,0.014,60,0.0007
6/17/2024 4:00,6/11/2024 15:00,6/23/2024 12:00,6,5,1,0.833333333,104220.9584,4.220958431,1.12917012,0.012,0.014,60,0.0007
6/17/2024 12:00,6/11/2024 15:00,6/23/2024 12:00,6,5,1,0.833333333,104220.9584,4.220958431,1.12917012,0.012,0.014,60,0.0007
6/18/2024 2:00,6/11/2024 15:00,6/23/2024 12:00,6,5,1,0.833333333,104220.9584,4.220958431,0,0.012,0.014,60,0.0007
